Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
11900.0,Renault,Clio,2016,55200.0,Petrol,Hatchback,1.1,75.0
,Audi,A3,2018,97931.0,Diesel,Hatchback,1.6,116.0
10950.0,Peugeot,2008,2016,94944.0,Petrol,SUV,1.2,82.0
2750.0,Opel,Astra,2010,333133.38,Diesel,Hatchback,1.7,
74995.0,BMW,M2,2020,15921.0,Petrol,Coupe,3.0,411.0
14888.0,Toyota,Yaris,2015,104002.0,Hybrid,Hatchback,1.5,100.0
9500.0,Peugeot,RCZ,2012,123919.18,Diesel,Coupe,2.0,163.0
8495.0,Suzuki,Splash,2013,48000.0,Petrol,Hatchback,1.0,65.0
12000.0,Hyundai,ix35,2014,99779.08,Diesel,SUV,1.7,115.0
5999.0,Volkswagen,Golf,2010,262322.42,Diesel,Hatchback,2.0,
4900.0,Volkswagen,CC,2011,308993.28,Diesel,Coupe,2.0,140.0
21949.0,Audi,A6,2015,119621.0,Diesel,Saloon,2.0,190.0
15950.0,Volkswagen,Tiguan,2014,128747.2,Diesel,SUV,2.0,110.0
30203.0,Dacia,Duster,2022,0.0,Diesel,SUV,1.5,115.0
6730.0,Nissan,X-Trail,2012,326213.218,Diesel,SUV,2.0,150.0
1200.0,Nissan,Micra,2003,77248.32,Petrol,Hatchback,1.0,
19999.0,Nissan,Skyline,2010,117000.0,Hybrid,Saloon,3.5,
13450.0,Volkswagen,Golf,2016,225307.6,Diesel,Hatchback,1.6,110.0
5450.0,Peugeot,Partner,2014,280000.0,Diesel,MPV,1.6,
4950.0,Renault,Megane,2013,233000.0,Diesel,Hatchback,1.5,110.0
23950.0,Suzuki,Vitara,2021,19000.0,Petrol,SUV,1.4,129.0
18000.0,Renault,Clio,2020,37000.0,Petrol,Hatchback,1.0,100.0
19800.0,Renault,Clio,2021,26529.0,Petrol,Hatchback,1.0,100.0
6700.0,Hyundai,i40,2013,209.2142,Diesel,Saloon,1.7,116.0
19050.0,Jaguar,XF,2016,156305.5382,Diesel,Saloon,2.0,180.0
3500.0,Renault,Kangoo,2011,195000.0,Diesel,MPV,1.5,
14950.0,BMW,3-Series,2016,160934.0,Diesel,Saloon,2.0,150.0
4950.0,Opel,Astra,2013,236572.98,Petrol,Saloon,1.4,100.0
9950.0,Audi,A3,2011,98000.0,Petrol,Hatchback,1.4,125.0
1500.0,Volkswagen,Polo,2006,231372.0,Petrol,Hatchback,1.2,
,Nissan,Juke,2012,80000.0,Petrol,SUV,1.6,94.0
19950.0,Ford,Kuga,2017,190039.0,Diesel,MPV,2.0,
31700.0,KIA,Sportage,2020,43439.0,Diesel,SUV,1.6,115.0
4900.0,Volkswagen,Passat,2010,212.0,Diesel,Saloon,1.6,
30850.0,Audi,A4,2019,151376.0,Diesel,Saloon,2.0,
13600.0,Opel,Astra,2017,132276.0,Diesel,Hatchback,1.6,
49950.0,BMW,X5,2017,123226.0,Diesel,Estate,2.0,231.0
15950.0,Ford,EcoSport,2017,169093.0,Diesel,Hatchback,1.5,
12950.0,Opel,Insignia,2016,169781.0,Diesel,Hatchback,1.6,
29950.0,Alfa Romeo,Giulia,2019,138112.0,Diesel,Saloon,2.2,
25600.0,Toyota,C-HR,2018,145830.0,Hybrid,Hatchback,1.8,
19950.0,Volkswagen,Passat,2017,191635.0,Diesel,Estate,2.0,
23600.0,Toyota,RAV4,2017,191611.0,Diesel,Estate,2.0,
15850.0,Ford,Fiesta,2018,111471.0,Diesel,Hatchback,1.5,
11500.0,Dacia,Duster,2016,125000.0,Diesel,SUV,1.5,110.0
14950.0,Opel,Movano,2017,139000.0,Diesel,MPV,2.3,
12900.0,Audi,A7,2011,297727.9,Diesel,Hatchback,3.0,204.0
13850.0,SEAT,Ibiza,2018,74685.0,Petrol,Hatchback,1.0,
19700.0,Audi,A4,2016,164578.0,Petrol,Saloon,1.4,
16600.0,Ford,Focus,2018,157348.0,Diesel,Hatchback,1.5,
18850.0,Volkswagen,Passat,2017,188125.0,Diesel,Saloon,2.0,
5950.0,Toyota,Passo,2013,90000.0,Petrol,Hatchback,1.0,87.0
31900.0,Mercedes,E-Class,2017,160768.0,Diesel,Saloon,2.0,
16900.0,Skoda,Octavia,2018,187651.0,Diesel,Hatchback,1.6,
15949.0,Skoda,Superb,2016,201502.0,Diesel,Estate,1.6,120.0
26950.0,Mercedes,A-Class,2018,80450.0,Diesel,Hatchback,1.5,109.0
16800.0,Skoda,Octavia,2017,174882.0,Diesel,Estate,1.6,
18600.0,Mercedes,A-Class,2016,200883.0,Diesel,Hatchback,1.5,
24600.0,Audi,A4,2018,195454.0,Diesel,Estate,2.0,
16950.0,Audi,A3,2017,118026.0,Diesel,Hatchback,1.6,
14850.0,SEAT,Ibiza,2018,148944.0,Petrol,Hatchback,1.0,
15750.0,Audi,A3,2016,164864.0,Diesel,Hatchback,1.6,
5995.0,SEAT,Ibiza,2011,250290.0,Diesel,MPV,1.2,75.0
26800.0,Audi,A6,2017,159529.0,Diesel,Saloon,2.0,
46750.0,Audi,A4,2021,27227.0,Diesel,Saloon,2.0,
15950.0,Volvo,V40,2016,81000.0,Diesel,Hatchback,2.0,120.0
20600.0,Nissan,Qashqai,2018,187895.0,Diesel,SUV,1.5,
24800.0,Mercedes,CLA-Class,2017,191975.0,Diesel,Saloon,2.1,
19600.0,BMW,3-Series,2017,249253.0,Hybrid,Saloon,2.0,
17950.0,Mazda,CX-5,2017,168445.0,Diesel,Estate,2.2,
24800.0,Mitsubishi,Outlander,2017,128583.0,Hybrid,Estate,2.0,203.0
49900.0,Volvo,XC90,2018,172005.0,Diesel,MPV,2.0,235.0
14850.0,Ford,Fiesta,2018,160543.0,Diesel,Hatchback,1.5,
13950.0,Opel,Astra,2017,87453.0,Diesel,Hatchback,1.6,
16600.0,Volvo,V40,2018,117672.0,Diesel,Hatchback,2.0,
8995.0,Peugeot,Expert,2012,172559.8722,Diesel,MPV,2.0,120.0
5750.0,Renault,Megane,2011,125842.3413,Petrol,Coupe,1.4,
8950.0,BMW,1-Series,2013,130000.0,Diesel,Hatchback,2.0,116.0
1.0,Volkswagen,Tiguan,2019,64465.0,Diesel,MPV,2.0,150.0
11000.0,Volkswagen,Polo,2017,79000.0,Petrol,Hatchback,1.0,60.0
16400.0,Mini,Cooper,2017,135790.0,Diesel,Hatchback,1.5,
21800.0,Volkswagen,Passat,2018,178442.0,Diesel,Saloon,2.0,
15600.0,Toyota,Avensis,2017,183722.0,Diesel,Saloon,1.6,
15850.0,Mazda,6,2017,166864.0,Diesel,Saloon,2.2,
20950.0,Volkswagen,Passat,2018,190724.0,Diesel,Estate,1.6,
19900.0,Ford,Mondeo,2018,184730.0,Diesel,Hatchback,2.0,
18400.0,Jaguar,XE,2016,204209.0,Diesel,Saloon,2.0,
18950.0,Volkswagen,Golf,2017,181952.0,Diesel,Hatchback,1.6,
32800.0,BMW,5-Series,2018,169734.0,Hybrid,Saloon,2.0,
16600.0,KIA,Ceed,2018,90281.0,Diesel,Hatchback,1.6,
17950.0,Skoda,Yeti,2017,174996.0,Diesel,Hatchback,2.0,
8600.0,KIA,RIO,2014,102997.76,Petrol,Hatchback,1.2,84.0
16950.0,Volvo,S60,2017,165707.0,Diesel,Saloon,2.0,
26900.0,KIA,Sportage,2018,59213.0,Diesel,SUV,1.7,141.0
18495.0,Volkswagen,Polo,2020,27670.0,Petrol,Hatchback,1.0,80.0
18700.0,SEAT,Leon,2018,143783.0,Diesel,Hatchback,1.6,
18950.0,Volkswagen,Golf,2018,169155.0,Diesel,Hatchback,2.0,
17600.0,BMW,2-Series,2017,147364.0,Diesel,MPV,1.5,
15850.0,Mini,Cooper,2017,142892.0,Diesel,Hatchback,1.5,
15950.0,Volvo,V40,2017,176765.0,Diesel,Hatchback,2.0,
27600.0,Peugeot,3008,2019,112457.0,Diesel,MPV,1.5,
20995.0,Suzuki,Vitara,2021,29500.0,Petrol,SUV,1.4,129.0
2000.0,Skoda,Octavia,2009,300000.0,Petrol,Hatchback,1.4,
11950.0,Nissan,Qashqai,2015,108000.0,Diesel,Hatchback,1.5,110.0
25950.0,Peugeot,3008,2017,72143.0,Diesel,Hatchback,1.6,
7400.0,Opel,Insignia,2014,222050.0,Diesel,Hatchback,2.0,
15600.0,Ford,Focus,2017,169383.0,Diesel,Hatchback,1.5,
17900.0,Renault,Kadjar,2017,171955.0,Diesel,Hatchback,1.5,
15750.0,Volvo,V60,2017,178257.0,Diesel,Estate,2.0,
15000.0,BMW,5-Series,2013,210000.0,Diesel,Estate,2.0,177.0
19950.0,Volvo,V60,2018,187103.0,Diesel,Estate,2.0,
25995.0,Nissan,Qashqai,2019,90578.0,Diesel,MPV,1.5,110.0
17700.0,Audi,A3,2017,184776.0,Diesel,Hatchback,1.6,
14850.0,Ford,Fiesta,2018,171618.0,Diesel,Hatchback,1.5,
29600.0,Land Rover,Range Rover Evoque,2017,165928.0,Diesel,Estate,2.0,
24600.0,Peugeot,3008,2018,156030.0,Diesel,Hatchback,1.6,
15950.0,Audi,A3,2016,176714.0,Diesel,Hatchback,1.6,
22800.0,Honda,CR-V,2018,130765.0,Diesel,Estate,1.6,
17950.0,Hyundai,Tucson,2016,171947.0,Diesel,Estate,1.7,
14600.0,Ford,Focus,2016,188505.0,Diesel,Hatchback,1.5,
16600.0,Volkswagen,Passat,2017,188885.0,Diesel,Saloon,1.6,
33600.0,Audi,A5,2018,171784.0,Diesel,Hatchback,2.0,
22600.0,Nissan,Qashqai,2019,151722.0,Diesel,Hatchback,1.5,
8555.0,Audi,A4,2011,281681.0,Diesel,Saloon,2.0,136.0
19800.0,Skoda,Superb,2018,178027.0,Diesel,Estate,2.0,
39950.0,BMW,5-Series,2019,164798.0,Diesel,Estate,2.0,
18700.0,Ford,Focus,2019,111838.0,Petrol,Hatchback,1.0,
17700.0,SEAT,Leon,2018,159510.0,Diesel,Hatchback,1.6,
15995.0,Volkswagen,Polo,2018,47703.0,Petrol,Hatchback,1.0,65.0
13800.0,Hyundai,i30,2018,199170.0,Diesel,Hatchback,1.6,110.0
8600.0,Audi,A4,2011,229759.0,Diesel,Saloon,2.0,143.0
5950.0,BMW,3-Series,2004,144840.6,Petrol,Coupe,2.5,
17800.0,Peugeot,508,2018,140045.0,Diesel,Saloon,1.6,
44995.0,BMW,X3,2018,59955.0,Diesel,SUV,2.0,190.0
3250.0,Nissan,Qashqai,2009,20000.0,Diesel,Hatchback,1.5,
28750.0,Audi,A6,2016,93341.72,Diesel,Saloon,2.0,190.0
46950.0,Volkswagen,Tiguan Allspace,2021,45061.52,Diesel,SUV,2.0,150.0
14950.0,Mini,Cooper,2014,115940.0,Petrol,Hatchback,2.0,
6500.0,Volkswagen,Golf,2011,298000.0,Diesel,Hatchback,1.6,105.0
,Opel,Grandland X,2021,54961.0,Diesel,MPV,1.5,130.0
23950.0,Volkswagen,T-Roc,2018,76500.0,Diesel,SUV,1.6,115.0
22495.0,Dacia,Duster,2020,12079.0,Petrol,SUV,1.0,100.0
2600.0,Renault,Fluence,2011,270000.0,Diesel,Saloon,1.5,110.0
22800.0,BMW,4-Series,2017,149668.62,Diesel,Coupe,2.0,190.0
23495.0,Nissan,Qashqai,2018,36624.0,Petrol,Crossover,1.2,115.0
2106.0,Toyota,Celica,2005,125000.0,Petrol,Coupe,1.8,
1850.0,Ford,Focus,2008,318250.2037,Diesel,Hatchback,1.6,
65950.0,Mercedes,E-Class,2021,29825.89822,Hybrid,Saloon,2.0,
36950.0,Mercedes,GLC-Class,2017,46901.0,Diesel,SUV,2.1,170.0
21950.0,Renault,Kadjar,2018,81093.0,Diesel,SUV,1.5,110.0
21500.0,SEAT,Leon,2017,122000.0,Diesel,Estate,2.0,150.0
14950.0,Volkswagen,Golf,2015,216256.0,Diesel,Hatchback,1.6,110.0
6450.0,Volkswagen,Passat,2011,252666.38,Diesel,Saloon,2.0,140.0
10950.0,Volkswagen,Golf,2013,195225.8167,Diesel,Hatchback,1.6,105.0
6000.0,Volkswagen,Golf,2010,275000.0,Diesel,Hatchback,1.6,
9990.0,Opel,Astra,2016,167585.0,Diesel,Hatchback,1.6,110.0
6490.0,Nissan,Qashqai,2012,197580.0,Diesel,Hatchback,1.5,106.0
10990.0,Renault,Megane,2016,77095.0,Diesel,Hatchback,1.5,95.0
4990.0,Ford,Focus,2011,212059.5131,Diesel,Hatchback,1.6,109.0
27950.0,Land Rover,Discovery,2015,173105.0,Diesel,SUV,3.0,211.0
16995.0,Renault,Clio,2019,38000.0,Petrol,Hatchback,0.9,90.0
10300.0,Opel,Astra,2015,176705.532,Petrol,Hatchback,1.4,
21700.0,Audi,A4,2018,198431.622,Diesel,Saloon,2.0,
12800.0,SEAT,Ibiza,2017,158359.056,Diesel,Hatchback,1.4,
35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
100000.0,Tesla,MODEL X,2019,41660.0,Electric,Hatchback,,443.0
6000.0,Volkswagen,Jetta,2011,239000.0,Diesel,Saloon,1.6,105.0
32500.0,Mercedes,CL-Class,2011,128000.0,Petrol,Coupe,4.7,435.0
6429.15,BMW,X1,2011,289681.2,Diesel,Hatchback,2.0,
23950.0,Skoda,Octavia,2019,58000.0,Diesel,Saloon,1.6,115.0
27950.0,SEAT,Arona,2021,9644.0,Petrol,SUV,1.0,110.0
25450.0,Volkswagen,Polo,2022,100.0,Petrol,Hatchback,1.0,95.0
3000.0,Volkswagen,Golf,2008,267000.0,Diesel,Hatchback,1.9,
56990.0,BMW,X3,2019,33000.0,Diesel,SUV,2.0,190.0
25950.0,Volkswagen,Touareg,2013,179000.0,Diesel,SUV,3.0,204.0
25945.0,Nissan,Qashqai,2019,72436.0,Petrol,MPV,1.3,160.0
7750.0,BMW,1-Series,2012,257494.4,Diesel,Hatchback,2.0,184.0
4500.0,Nissan,Micra,2008,95252.0,Petrol,Hatchback,1.2,
12950.0,Honda,Fit,2016,83260.0,Hybrid,Hatchback,1.5,
12450.0,Ford,Focus,2014,169920.0,Diesel,Hatchback,1.6,95.0
29500.0,Mercedes,GLA-Class,2018,48243.0,Diesel,SUV,1.5,109.0
46500.0,BMW,5-Series,2020,30000.0,Diesel,Saloon,2.0,184.0
3000.0,Renault,Grand Modus,2010,218287.6589,Petrol,MPV,1.1,
3450.0,Toyota,Yaris,2008,125528.52,Petrol,Hatchback,1.0,
1234.0,Skoda,Octavia,2015,241401.0,Diesel,Hatchback,1.6,105.0
34995.0,Volkswagen,Tiguan,2019,46591.0,Diesel,SUV,2.0,150.0
4450.0,Opel,Astra,2012,169430.0,Diesel,MPV,1.2,95.0
27495.0,Nissan,Qashqai,2019,51210.0,Diesel,Crossover,1.5,110.0
35945.0,Volkswagen,Golf,2018,91402.0,Petrol,Hatchback,2.0,245.0
12995.0,Audi,A4,2014,165000.0,Diesel,Estate,2.0,150.0
16350.0,Audi,A6,2012,202776.84,Diesel,Estate,3.0,204.0
26950.0,Mercedes,B-Class,2018,64300.0,Diesel,MPV,1.5,90.0
3850.0,Audi,A6,2008,273587.8,Diesel,Saloon,2.0,
19750.0,Ford,Focus,2019,110642.125,Petrol,Hatchback,1.0,
64950.0,Land Rover,Range Rover,2016,59545.58,Diesel,SUV,3.0,
8950.0,Volkswagen,Touran,2013,209214.2,Diesel,MPV,1.6,105.0
18900.0,BMW,5-Series,2014,162832.0,Diesel,Saloon,2.0,
6000.0,Peugeot,Partner,2010,168497.898,Diesel,MPV,1.6,
45900.0,Ford,Kuga,2022,5.0,Hybrid,Crossover,2.5,190.0
36000.0,Audi,S3,2017,148369.8826,Petrol,Saloon,2.0,
8950.0,Opel,Insignia,2016,152887.3,Diesel,Saloon,1.6,136.0
600.0,Ford,Fiesta,2007,190000.0,Petrol,Hatchback,1.2,
34995.0,Nissan,X-Trail,2019,72000.0,Diesel,SUV,1.6,130.0
13995.0,Hyundai,i10,2021,41389.0,Petrol,Hatchback,1.0,67.0
25950.0,Volkswagen,Touareg,2013,179000.0,Diesel,SUV,3.0,204.0
16900.0,Ford,Fiesta,2018,31911.0,Petrol,Hatchback,1.1,
9500.0,Citroen,Berlingo,2016,67125.0,Diesel,MPV,1.6,
29950.0,Ford,Mondeo,2018,47884.0,Diesel,Hatchback,2.0,150.0
19831.5,Mercedes,E-Class,2016,151277.96,Diesel,Saloon,2.0,
14750.0,Volkswagen,Golf,2016,222088.92,Diesel,Hatchback,1.6,110.0
63900.0,Mercedes,E-Class,2021,22846.0,Hybrid,Saloon,2.0,306.0
45400.0,Audi,A6,2020,46671.0,Diesel,Saloon,2.0,
29800.0,Volkswagen,Golf,2018,79854.0,Diesel,Hatchback,2.0,184.0
74900.0,Volvo,XC90,2020,33460.0,Diesel,MPV,2.0,235.0
58900.0,BMW,5-Series,2021,7987.0,Hybrid,Saloon,2.0,
23495.0,Opel,Grandland X,2018,71797.0,Petrol,MPV,1.2,130.0
16950.0,Toyota,Yaris,2016,96419.0,Hybrid,Hatchback,1.5,100.0
9950.0,Toyota,Aqua,2016,115872.48,Hybrid,Hatchback,1.5,112.0
9301.5,Mercedes,E-Class,2012,140633.7852,Diesel,Saloon,2.1,136.0
7250.0,Hyundai,Veloster,2012,116000.0,Petrol,Hatchback,1.6,140.0
47225.0,MG,HS PHEV,2022,0.0,Hybrid,SUV,1.5,
3700.0,Hyundai,i10,2010,135.0,Petrol,Hatchback,1.2,
34950.0,Volkswagen,Arteon,2019,82500.0,Diesel,Hatchback,2.0,150.0
2750.0,Ford,Focus,2009,250000.0,Diesel,Hatchback,1.6,
8500.0,Ford,Focus,2013,106.0,Petrol,Hatchback,1.0,100.0
12500.0,BMW,1-Series,2015,241401.0,Diesel,Hatchback,1.5,116.0
26960.0,Skoda,KAMIQ,2021,20.0,Petrol,SUV,1.0,
11499.0,Volkswagen,Polo,2015,149668.62,Petrol,Hatchback,1.2,90.0
34950.0,BMW,5-Series,2018,104607.1,Diesel,Saloon,2.0,190.0
8750.0,Mercedes,E-Class,2010,261000.0,Diesel,Saloon,2.1,
17900.0,Ford,Fiesta,2019,55919.0,Petrol,Hatchback,1.1,85.0
9750.0,Volkswagen,Polo,2015,209214.2,Diesel,Hatchback,1.4,75.0
12995.0,Hyundai,i20,2017,160766.6286,Diesel,Hatchback,1.4,
21995.0,Renault,Kadjar,2018,88465.0,Diesel,SUV,1.5,110.0
8000.0,BMW,5-Series,2011,227552.0,Diesel,Saloon,2.0,184.0
29950.0,BMW,5-Series,2016,104607.1,Diesel,Saloon,2.0,190.0
5000.0,Volkswagen,Caddy,2012,204000.0,Diesel,MPV,1.6,
6950.0,Mini,Cooper,2010,96000.0,Diesel,Hatchback,1.6,
7500.0,Volkswagen,Golf,2011,312750.0,Diesel,Hatchback,2.0,140.0
10500.75,Toyota,Aygo X,2018,21943.3509,Petrol,Hatchback,1.0,
10400.0,Volkswagen,Golf,2014,159324.66,Diesel,Hatchback,1.6,105.0
22000.0,Volkswagen,Passat,2017,207000.0,Diesel,Saloon,2.0,150.0
82950.0,Mercedes,GLE-Class,2019,90611.0,Diesel,SUV,2.0,245.0
19995.0,Nissan,X-Trail,2017,185000.0,Diesel,SUV,1.6,130.0
66890.0,Volkswagen,ID.4,2022,1.0,Electric,SUV,,
9999.0,Volkswagen,Jetta,2014,163000.0,Diesel,Saloon,1.6,105.0
44900.0,Mercedes,E-Class,2019,70160.0,Diesel,Estate,2.0,194.0
1900.0,Toyota,Avensis,2008,330000.0,Petrol,Saloon,1.6,
21950.0,Mercedes,C-Class,2016,91165.0,Diesel,Saloon,1.6,116.0
5800.0,Hyundai,i40,2011,204386.18,Diesel,Estate,1.7,136.0
89950.0,BMW,X5,2019,56000.0,Diesel,SUV,3.0,265.0
24900.0,Land Rover,Range Rover Evoque,2014,94357.0,Diesel,Estate,2.2,150.0
64900.0,Mercedes,E-Class,2022,3899.0,Diesel,Saloon,2.0,194.0
15200.0,Ford,Fiesta,2018,65211.0,Petrol,Hatchback,1.1,70.0
3000.0,Citroen,C4,2009,235429.0,Diesel,Hatchback,1.6,
11500.0,Volkswagen,Polo,2013,144840.6,Petrol,Hatchback,1.2,60.0
12950.0,Volkswagen,Golf,2013,114263.14,Petrol,Hatchback,1.2,85.0
11750.0,Volkswagen,Touran,2012,160934.0,Petrol,MPV,1.4,90.0
13750.0,Volvo,V40,2013,125528.52,Petrol,Hatchback,1.6,150.0
9950.0,Volkswagen,Golf,2011,160934.0,Petrol,Hatchback,1.4,122.0
11250.0,Volkswagen,Touran,2011,128747.2,Petrol,MPV,1.4,90.0
13950.0,Volkswagen,Golf,2013,75638.98,Petrol,Hatchback,1.4,122.0
5950.0,Audi,A3,2010,225307.6,Diesel,Hatchback,1.6,
17950.0,Ford,Focus,2019,130356.54,Diesel,Estate,1.5,120.0
6900.0,Citroen,Grand C4 Picasso,2011,139002.0,Diesel,MPV,1.6,
10950.0,Volkswagen,Golf,2012,80467.0,Petrol,Hatchback,1.2,85.0
11250.0,Volkswagen,Polo,2014,96560.4,Petrol,Hatchback,1.2,60.0
10500.0,Skoda,Octavia,2014,225307.6,Diesel,Saloon,1.6,105.0
13750.0,Volvo,V40,2013,112653.8,Petrol,Hatchback,1.6,150.0
29950.0,Volkswagen,T-Roc,2020,119551.0,Diesel,SUV,2.0,150.0
11500.0,Volkswagen,Golf,2013,80467.0,Petrol,Estate,1.2,85.0
35500.0,Ford,Kuga,2021,33796.14,Diesel,SUV,1.5,120.0
9995.0,Peugeot,208,2015,64000.0,Petrol,Hatchback,1.0,68.0
39995.0,Opel,Grandland X,2019,44047.0,Petrol,MPV,1.2,
800.0,Ford,Focus,2006,260000.0,Petrol,Hatchback,1.4,
4950.0,SEAT,Leon,2011,210823.54,Diesel,Hatchback,1.6,105.0
5995.0,Honda,CR-V,2012,271.97846,Diesel,SUV,2.2,150.0
52990.0,Audi,A4,2022,15.0,Diesel,Saloon,2.0,
28995.0,Land Rover,Range Rover Evoque,2015,95207.0,Diesel,Estate,2.2,150.0
21495.0,Opel,Grandland X,2018,52489.0,Petrol,MPV,1.2,130.0
2999.0,Ford,Fiesta,2007,36679.0,Petrol,Hatchback,1.2,
8500.0,Volvo,V40,2013,192000.0,Diesel,Hatchback,1.6,115.0
26900.0,Ford,Kuga,2019,41000.0,Diesel,SUV,1.5,120.0
7750.0,BMW,5-Series,2011,354054.8,Diesel,Saloon,2.0,184.0
19831.5,Mercedes,E-Class,2016,151277.96,Diesel,Saloon,2.0,
1250.0,Nissan,Almera,2006,109858.0,Petrol,Saloon,1.5,
17000.0,Ford,Fiesta,2020,96000.0,Petrol,Hatchback,1.0,95.0
35895.0,Mercedes,GLA-Class,2018,39000.0,Diesel,SUV,2.1,
43449.0,Toyota,Camry,2021,22950.0,Hybrid,Saloon,2.5,218.0
78450.0,Toyota,Landcruiser,2022,10.0,Diesel,SUV,2.8,177.0
60949.0,Toyota,Landcruiser,2020,66950.0,Diesel,SUV,2.8,
10950.0,Mercedes,E-Class,2011,145003.0,Diesel,Saloon,2.1,136.0
48849.0,BMW,3-Series,2021,29950.0,Hybrid,Saloon,2.0,
22949.0,Toyota,Prius,2016,44950.0,Hybrid,Saloon,1.8,136.0
42949.0,Lexus,NX,2019,109850.0,Hybrid,Estate,2.5,197.0
20949.0,Ford,Fiesta,2019,9950.0,Petrol,Hatchback,1.0,100.0
19449.0,SEAT,Ibiza,2019,36950.0,Petrol,Hatchback,1.0,95.0
53949.0,Lexus,RX,2017,59950.0,Hybrid,SUV,3.5,313.0
50115.0,Toyota,Camry,2022,2.0,Hybrid,Saloon,2.5,218.0
44637.0,Toyota,Landcruiser,2022,3.0,Diesel,SUV,2.8,177.0
44650.0,Toyota,Landcruiser,2022,10.0,Diesel,SUV,2.8,
46045.0,Toyota,Landcruiser,2022,0.0,Diesel,SUV,2.8,177.0
