Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
14950,BMW,3-Series,2016,160934,Diesel,Saloon,2,150
4950,Opel,Astra,2013,236572.98,Petrol,Saloon,1.4,100
9950,Audi,A3,2011,98000,Petrol,Hatchback,1.4,125
3400,Volkswagen,Touareg,2007,,Diesel,SUV,2.5,
28074.15,Nissan,Navara,2019,26634.577,Diesel,Pick Up,2.3,
1500,Volkswagen,Polo,2006,231372,Petrol,Hatchback,1.2,
,Nissan,Juke,2012,80000,Petrol,SUV,1.6,94
19950,Ford,Kuga,2017,190039,Diesel,MPV,2,
31700,KIA,Sportage,2020,43439,Diesel,SUV,1.6,115
4900,Volkswagen,Passat,2010,212,Diesel,Saloon,1.6,
4000,Ford,Transit Connect,2011,193120.8,Diesel,Van,1.8,
2500,Mercedes,Sprinter,2005,1,Diesel,Van,2.1,
30850,Audi,A4,2019,151376,Diesel,Saloon,2,
13600,Opel,Astra,2017,132276,Diesel,Hatchback,1.6,
49950,BMW,X5,2017,123226,Diesel,Estate,2,231
15950,Ford,EcoSport,2017,169093,Diesel,Hatchback,1.5,
12950,Opel,Insignia,2016,169781,Diesel,Hatchback,1.6,
29950,Alfa Romeo,Giulia,2019,138112,Diesel,Saloon,2.2,
25600,Toyota,C-HR,2018,145830,Hybrid,Hatchback,1.8,
19950,Volkswagen,Passat,2017,191635,Diesel,Estate,2,
23600,Toyota,RAV4,2017,191611,Diesel,Estate,2,
15850,Ford,Fiesta,2018,111471,Diesel,Hatchback,1.5,
11500,Dacia,Duster,2016,125000,Diesel,SUV,1.5,110
14950,Opel,Movano,2017,139000,Diesel,MPV,2.3,
12900,Audi,A7,2011,297727.9,Diesel,Hatchback,3,204
13850,SEAT,Ibiza,2018,74685,Petrol,Hatchback,1,
19700,Audi,A4,2016,164578,Petrol,Saloon,1.4,
16600,Ford,Focus,2018,157348,Diesel,Hatchback,1.5,
18850,Volkswagen,Passat,2017,188125,Diesel,Saloon,2,
5950,Toyota,Passo,2013,90000,Petrol,Hatchback,1,87
31900,Mercedes,E-Class,2017,160768,Diesel,Saloon,2,
16900,Skoda,Octavia,2018,187651,Diesel,Hatchback,1.6,
15949,Skoda,Superb,2016,201502,Diesel,Estate,1.6,120
26950,Mercedes,A-Class,2018,80450,Diesel,Hatchback,1.5,109
16800,Skoda,Octavia,2017,174882,Diesel,Estate,1.6,
18600,Mercedes,A-Class,2016,200883,Diesel,Hatchback,1.5,
24600,Audi,A4,2018,195454,Diesel,Estate,2,
16950,Audi,A3,2017,118026,Diesel,Hatchback,1.6,
14850,SEAT,Ibiza,2018,148944,Petrol,Hatchback,1,
15750,Audi,A3,2016,164864,Diesel,Hatchback,1.6,
5995,SEAT,Ibiza,2011,250290,Diesel,MPV,1.2,75
26800,Audi,A6,2017,159529,Diesel,Saloon,2,
46750,Audi,A4,2021,27227,Diesel,Saloon,2,
15950,Volvo,V40,2016,81000,Diesel,Hatchback,2,120
20600,Nissan,Qashqai,2018,187895,Diesel,SUV,1.5,
24800,Mercedes,CLA-Class,2017,191975,Diesel,Saloon,2.1,
19600,BMW,3-Series,2017,249253,Hybrid,Saloon,2,
17950,Mazda,CX-5,2017,168445,Diesel,Estate,2.2,
24800,Mitsubishi,Outlander,2017,128583,Hybrid,Estate,2,203
49900,Volvo,XC90,2018,172005,Diesel,MPV,2,235
14850,Ford,Fiesta,2018,160543,Diesel,Hatchback,1.5,
13950,Opel,Astra,2017,87453,Diesel,Hatchback,1.6,
16600,Volvo,V40,2018,117672,Diesel,Hatchback,2,
8995,Peugeot,Expert,2012,172559.8722,Diesel,MPV,2,120
5750,Renault,Megane,2011,125842.3413,Petrol,Coupe,1.4,
59990,BMW,5-Series,2021,27358.78,Petrol Plug-in Hybrid,Saloon,2,
13500,Ford,Transit Custom,2016,142000,Diesel,Van,2.2,
32680,Fiat,Ducato,2022,0,Diesel,Van,2.2,
12500,Opel,Vivaro,2016,,Diesel,Van,1.6,
8950,BMW,1-Series,2013,130000,Diesel,Hatchback,2,116
1,Volkswagen,Tiguan,2019,64465,Diesel,MPV,2,150
11000,Volkswagen,Polo,2017,79000,Petrol,Hatchback,1,60
15500,Nissan,NV300,2018,160000,Diesel,Van,1.6,
16400,Mini,Cooper,2017,135790,Diesel,Hatchback,1.5,
21800,Volkswagen,Passat,2018,178442,Diesel,Saloon,2,
15600,Toyota,Avensis,2017,183722,Diesel,Saloon,1.6,
15850,Mazda,6,2017,166864,Diesel,Saloon,2.2,
20950,Volkswagen,Passat,2018,190724,Diesel,Estate,1.6,
19900,Ford,Mondeo,2018,184730,Diesel,Hatchback,2,
18400,Jaguar,XE,2016,204209,Diesel,Saloon,2,
18950,Volkswagen,Golf,2017,181952,Diesel,Hatchback,1.6,
32800,BMW,5-Series,2018,169734,Hybrid,Saloon,2,
16600,KIA,Ceed,2018,90281,Diesel,Hatchback,1.6,
17950,Skoda,Yeti,2017,174996,Diesel,Hatchback,2,
8600,KIA,RIO,2014,102997.76,Petrol,Hatchback,1.2,84
16950,Volvo,S60,2017,165707,Diesel,Saloon,2,
26900,KIA,Sportage,2018,59213,Diesel,SUV,1.7,141
18495,Volkswagen,Polo,2020,27670,Petrol,Hatchback,1,80
18700,SEAT,Leon,2018,143783,Diesel,Hatchback,1.6,
18950,Volkswagen,Golf,2018,169155,Diesel,Hatchback,2,
17600,BMW,2-Series,2017,147364,Diesel,MPV,1.5,
15850,Mini,Cooper,2017,142892,Diesel,Hatchback,1.5,
15950,Volvo,V40,2017,176765,Diesel,Hatchback,2,
27600,Peugeot,3008,2019,112457,Diesel,MPV,1.5,
20995,Suzuki,Vitara,2021,29500,Petrol,SUV,1.4,129
2000,Skoda,Octavia,2009,300000,Petrol,Hatchback,1.4,
11950,Nissan,Qashqai,2015,108000,Diesel,Hatchback,1.5,110
25950,Peugeot,3008,2017,72143,Diesel,Hatchback,1.6,
7400,Opel,Insignia,2014,222050,Diesel,Hatchback,2,
15600,Ford,Focus,2017,169383,Diesel,Hatchback,1.5,
17900,Renault,Kadjar,2017,171955,Diesel,Hatchback,1.5,
15750,Volvo,V60,2017,178257,Diesel,Estate,2,
15000,BMW,5-Series,2013,210000,Diesel,Estate,2,177
19950,Volvo,V60,2018,187103,Diesel,Estate,2,
25995,Nissan,Qashqai,2019,90578,Diesel,MPV,1.5,110
17700,Audi,A3,2017,184776,Diesel,Hatchback,1.6,
14850,Ford,Fiesta,2018,171618,Diesel,Hatchback,1.5,
29600,Land Rover,Range Rover Evoque,2017,165928,Diesel,Estate,2,
24600,Peugeot,3008,2018,156030,Diesel,Hatchback,1.6,
15950,Audi,A3,2016,176714,Diesel,Hatchback,1.6,
22800,Honda,CR-V,2018,130765,Diesel,Estate,1.6,
17950,Hyundai,Tucson,2016,171947,Diesel,Estate,1.7,
14600,Ford,Focus,2016,188505,Diesel,Hatchback,1.5,
16600,Volkswagen,Passat,2017,188885,Diesel,Saloon,1.6,
33600,Audi,A5,2018,171784,Diesel,Hatchback,2,
22600,Nissan,Qashqai,2019,151722,Diesel,Hatchback,1.5,
8555,Audi,A4,2011,281681,Diesel,Saloon,2,136
19800,Skoda,Superb,2018,178027,Diesel,Estate,2,
39950,BMW,5-Series,2019,164798,Diesel,Estate,2,
18700,Ford,Focus,2019,111838,Petrol,Hatchback,1,
17700,SEAT,Leon,2018,159510,Diesel,Hatchback,1.6,
19000,Lincoln,Continental,1965,2000,Petrol,Saloon,7,
15995,Volkswagen,Polo,2018,47703,Petrol,Hatchback,1,65
13800,Hyundai,i30,2018,199170,Diesel,Hatchback,1.6,110
8600,Audi,A4,2011,229759,Diesel,Saloon,2,143
5950,BMW,3-Series,2004,144840.6,Petrol,Coupe,2.5,
17800,Peugeot,508,2018,140045,Diesel,Saloon,1.6,
44995,BMW,X3,2018,59955,Diesel,SUV,2,190
3250,Nissan,Qashqai,2009,20000,Diesel,Hatchback,1.5,
28750,Audi,A6,2016,93341.72,Diesel,Saloon,2,190
46950,Volkswagen,Tiguan Allspace,2021,45061.52,Diesel,SUV,2,150
14950,Mini,Cooper,2014,115940,Petrol,Hatchback,2,
6500,Volkswagen,Golf,2011,298000,Diesel,Hatchback,1.6,105
,Opel,Grandland X,2021,54961,Diesel,MPV,1.5,130
23950,Volkswagen,T-Roc,2018,76500,Diesel,SUV,1.6,115
22495,Dacia,Duster,2020,12079,Petrol,SUV,1,100
15151.5,Toyota,Hilux,2014,154496.64,Diesel,Pick Up,2.5,
2600,Renault,Fluence,2011,270000,Diesel,Saloon,1.5,110
22800,BMW,4-Series,2017,149668.62,Diesel,Coupe,2,190
23495,Nissan,Qashqai,2018,36624,Petrol,Crossover,1.2,115
3550,BMW,5-Series,2007,2704590,Diesel,Saloon,2,
17500,Ford,Ranger,2014,124401.982,Diesel,Crew Cab,2.2,
3700,Toyota,Yaris,2008,,Petrol,Hatchback,1,
2106,Toyota,Celica,2005,125000,Petrol,Coupe,1.8,
1850,Ford,Focus,2008,318250.2037,Diesel,Hatchback,1.6,
65950,Mercedes,E-Class,2021,29825.89822,Diesel Hybrid,Saloon,2,
4500,Nissan,Qashqai,2010,29906179,Diesel,Hatchback,1.5,
36950,Mercedes,GLC-Class,2017,46901,Diesel,SUV,2.1,170
21950,Renault,Kadjar,2018,81093,Diesel,SUV,1.5,110
21500,SEAT,Leon,2017,122000,Diesel,Estate,2,150
14950,Volkswagen,Golf,2015,216256,Diesel,Hatchback,1.6,110
6450,Volkswagen,Passat,2011,252666.38,Diesel,Saloon,2,140
10950,Volkswagen,Golf,2013,195225.8167,Diesel,Hatchback,1.6,105
6000,Volkswagen,Golf,2010,275000,Diesel,Hatchback,1.6,
4250,Vauxhall,Insignia,2012,244629.336,Diesel,Saloon,2,
9990,Opel,Astra,2016,167585,Diesel,Hatchback,1.6,110
6490,Nissan,Qashqai,2012,197580,Diesel,Hatchback,1.5,106
10990,Renault,Megane,2016,77095,Diesel,Hatchback,1.5,95
4990,Ford,Focus,2011,212059.5131,Diesel,Hatchback,1.6,109
27950,Land Rover,Discovery,2015,173105,Diesel,SUV,3,211
16995,Renault,Clio,2019,38000,Petrol,Hatchback,0.9,90
10300,Opel,Astra,2015,176705.532,Petrol,Hatchback,1.4,
21700,Audi,A4,2018,198431.622,Diesel,Saloon,2,
12800,SEAT,Ibiza,2017,158359.056,Diesel,Hatchback,1.4,
35168,Renault,Captur,2022,0,Petrol,Crossover,1,90
100000,Tesla,MODEL X,2019,41660,Electric,Hatchback,,443
,Nissan,NV200,2017,190000,Diesel,Van,1.5,
6000,Volkswagen,Jetta,2011,239000,Diesel,Saloon,1.6,105
32500,Mercedes,CL-Class,2011,128000,Petrol,Coupe,4.7,435
6429.15,BMW,X1,2011,289681.2,Diesel,Hatchback,2,
23950,Skoda,Octavia,2019,58000,Diesel,Saloon,1.6,115
27950,SEAT,Arona,2021,9644,Petrol,SUV,1,110
25450,Volkswagen,Polo,2022,100,Petrol,Hatchback,1,95
3000,Volkswagen,Golf,2008,267000,Diesel,Hatchback,1.9,
56990,BMW,X3,2019,33000,Diesel,SUV,2,190
25950,Volkswagen,Touareg,2013,179000,Diesel,SUV,3,204
25945,Nissan,Qashqai,2019,72436,Petrol,MPV,1.3,160
7750,BMW,1-Series,2012,257494.4,Diesel,Hatchback,2,184
4500,Nissan,Micra,2008,95252,Petrol,Hatchback,1.2,
12950,Honda,Fit,2016,83260,Hybrid,Hatchback,1.5,
12450,Ford,Focus,2014,169920,Diesel,Hatchback,1.6,95
29500,Mercedes,GLA-Class,2018,48243,Diesel,SUV,1.5,109
46500,BMW,5-Series,2020,30000,Diesel,Saloon,2,184
3000,Renault,Grand Modus,2010,218287.6589,Petrol,MPV,1.1,
3450,Toyota,Yaris,2008,125528.52,Petrol,Hatchback,1,
1234,Skoda,Octavia,2015,241401,Diesel,Hatchback,1.6,105
34995,Volkswagen,Tiguan,2019,46591,Diesel,SUV,2,150
1500,Skoda,Octavia,2007,,Petrol,Hatchback,1.4,
4450,Opel,Astra,2012,169430,Diesel,MPV,1.2,95
27495,Nissan,Qashqai,2019,51210,Diesel,Crossover,1.5,110
35945,Volkswagen,Golf,2018,91402,Petrol,Hatchback,2,245
12995,Audi,A4,2014,165000,Diesel,Estate,2,150
16350,Audi,A6,2012,202776.84,Diesel,Estate,3,204
26950,Mercedes,B-Class,2018,64300,Diesel,MPV,1.5,90
3850,Audi,A6,2008,273587.8,Diesel,Saloon,2,
19750,Ford,Focus,2019,110642.125,Petrol,Hatchback,1,
,Nissan,Micra,2022,,Petrol,Hatchback,1,
64950,Land Rover,Range Rover,2016,59545.58,Diesel,SUV,3,
1500,Ford,Transit,2008,245956,Diesel,Van,2.4,
8950,Volkswagen,Touran,2013,209214.2,Diesel,MPV,1.6,105
18900,BMW,5-Series,2014,162832,Diesel,Saloon,2,
6000,Peugeot,Partner,2010,168497.898,Diesel,MPV,1.6,
45900,Ford,Kuga,2022,5,Hybrid,Crossover,2.5,190
1,Audi,e-tron,2022,,Electric,SUV,,
36000,Audi,S3,2017,148369.8826,Petrol,Saloon,2,
8950,Opel,Insignia,2016,152887.3,Diesel,Saloon,1.6,136
600,Ford,Fiesta,2007,190000,Petrol,Hatchback,1.2,
34995,Nissan,X-Trail,2019,72000,Diesel,SUV,1.6,130
13995,Hyundai,i10,2021,41389,Petrol,Hatchback,1,67
25950,Volkswagen,Touareg,2013,179000,Diesel,SUV,3,204
16900,Ford,Fiesta,2018,31911,Petrol,Hatchback,1.1,
9500,Citroen,Berlingo,2016,67125,Diesel,MPV,1.6,
29950,Ford,Mondeo,2018,47884,Diesel,Hatchback,2,150
19831.5,Mercedes,E-Class,2016,151277.96,Diesel,Saloon,2,
14750,Volkswagen,Golf,2016,222088.92,Diesel,Hatchback,1.6,110
63900,Mercedes,E-Class,2021,22846,Hybrid,Saloon,2,306
45400,Audi,A6,2020,46671,Diesel,Saloon,2,
29800,Volkswagen,Golf,2018,79854,Diesel,Hatchback,2,184
74900,Volvo,XC90,2020,33460,Diesel,MPV,2,235
58900,BMW,5-Series,2021,7987,Hybrid,Saloon,2,
23495,Opel,Grandland X,2018,71797,Petrol,MPV,1.2,130
16950,Toyota,Yaris,2016,96419,Hybrid,Hatchback,1.5,100
9950,Toyota,Aqua,2016,115872.48,Petrol Hybrid,Hatchback,1.5,112
9301.5,Mercedes,E-Class,2012,140633.7852,Diesel,Saloon,2.1,136
7250,Hyundai,Veloster,2012,116000,Petrol,Hatchback,1.6,140
47225,MG,HS PHEV,2022,0,Hybrid,SUV,1.5,
3700,Hyundai,i10,2010,135,Petrol,Hatchback,1.2,
11950,Mercedes,Other,2017,265541.1,Diesel,Van,1.6,
26100,Mitsubishi,L200,2019,111044.46,Diesel,Pick Up,2.4,
34950,Volkswagen,Arteon,2019,82500,Diesel,Hatchback,2,150
2750,Ford,Focus,2009,250000,Diesel,Hatchback,1.6,
8500,Ford,Focus,2013,106,Petrol,Hatchback,1,100
1,Audi,Q5,2022,,Diesel,SUV,2,
12500,BMW,1-Series,2015,241401,Diesel,Hatchback,1.5,116
26960,Skoda,KAMIQ,2021,20,Petrol,SUV,1,
9995,Citroen,Dispatch,2016,168000,Diesel,Van,1.6,
11499,Volkswagen,Polo,2015,149668.62,Petrol,Hatchback,1.2,90
34950,BMW,5-Series,2018,104607.1,Diesel,Saloon,2,190
8750,Mercedes,E-Class,2010,261000,Diesel,Saloon,2.1,
150,Mercedes,200,1990,123568,Petrol,Estate,2,
17900,Ford,Fiesta,2019,55919,Petrol,Hatchback,1.1,85
10000,Vauxhall,Astra,2016,160934,Diesel,Hatchback,1.6,
9750,Volkswagen,Polo,2015,209214.2,Diesel,Hatchback,1.4,75
6750,Ford,Transit,2014,380,Diesel,Van,2.2,
12995,Hyundai,i20,2017,160766.6286,Diesel,Hatchback,1.4,
21995,Renault,Kadjar,2018,88465,Diesel,SUV,1.5,110
8000,Nissan,Other,1991,95000,Petrol,Coupe,1,
8000,BMW,5-Series,2011,227552,Diesel,Saloon,2,184
29950,BMW,5-Series,2016,104607.1,Diesel,Saloon,2,190
5000,Volkswagen,Caddy,2012,204000,Diesel,MPV,1.6,
6950,Mini,Cooper,2010,96000,Diesel,Hatchback,1.6,
17100,Nissan,NV300,2017,97505,Diesel,Van,1.6,
1000,Volkswagen,Golf,1996,,Petrol,Hatchback,1.6,
7500,Volkswagen,Golf,2011,312750,Diesel,Hatchback,2,140
10500.75,Toyota,Aygo X,2018,21943.3509,Petrol,Hatchback,1,
10400,Volkswagen,Golf,2014,159324.66,Diesel,Hatchback,1.6,105
22000,Volkswagen,Passat,2017,207000,Diesel,Saloon,2,150
82950,Mercedes,GLE-Class,2019,90611,Diesel,SUV,2,245
19995,Nissan,X-Trail,2017,185000,Diesel,SUV,1.6,130
66890,Volkswagen,ID.4,2022,1,Electric,SUV,,
9999,Volkswagen,Jetta,2014,163000,Diesel,Saloon,1.6,105
12999,Mitsubishi,Outlander,2014,252000,Petrol Plug-in Hybrid,SUV,2,203
44900,Mercedes,E-Class,2019,70160,Diesel,Estate,2,194
1900,Toyota,Avensis,2008,330000,Petrol,Saloon,1.6,
21950,Mercedes,C-Class,2016,91165,Diesel,Saloon,1.6,116
5800,Hyundai,i40,2011,204386.18,Diesel,Estate,1.7,136
3750,Ford,Transit,2009,121000,Diesel,Van,2.2,
89950,BMW,X5,2019,56000,Diesel,SUV,3,265
29000,Renault,Captur,2022,,Petrol,Hatchback,1,90
,Renault,Master,2014,,Diesel,Van,2.3,
24900,Land Rover,Range Rover Evoque,2014,94357,Diesel,Estate,2.2,150
64900,Mercedes,E-Class,2022,3899,Diesel,Saloon,2,194
15200,Ford,Fiesta,2018,65211,Petrol,Hatchback,1.1,70
3000,Citroen,C4,2009,235429,Diesel,Hatchback,1.6,
18000,Mitsubishi,L200,2016,160934,Diesel,Pick Up,2.4,
18000,Mitsubishi,L200,2016,160934,Diesel,Pick Up,2.4,
11500,Volkswagen,Polo,2013,144840.6,Petrol,Hatchback,1.2,60
12950,Volkswagen,Golf,2013,114263.14,Petrol,Hatchback,1.2,85
11750,Volkswagen,Touran,2012,160934,Petrol,MPV,1.4,90
13750,Volvo,V40,2013,125528.52,Petrol,Hatchback,1.6,150
9950,Volkswagen,Golf,2011,160934,Petrol,Hatchback,1.4,122
11250,Volkswagen,Touran,2011,128747.2,Petrol,MPV,1.4,90
,Opel,Vivaro,2015,,Diesel,Van,1.6,
13950,Volkswagen,Golf,2013,75638.98,Petrol,Hatchback,1.4,122
5950,Audi,A3,2010,225307.6,Diesel,Hatchback,1.6,
17950,Ford,Focus,2019,130356.54,Diesel,Estate,1.5,120
6900,Citroen,Grand C4 Picasso,2011,139002,Diesel,MPV,1.6,
10950,Volkswagen,Golf,2012,80467,Petrol,Hatchback,1.2,85
11250,Volkswagen,Polo,2014,96560.4,Petrol,Hatchback,1.2,60
10500,Skoda,Octavia,2014,225307.6,Diesel,Saloon,1.6,105
13750,Volvo,V40,2013,112653.8,Petrol,Hatchback,1.6,150
5000,Citroen,C4,2011,,Diesel,Hatchback,1.6,92
29950,Volkswagen,T-Roc,2020,119551,Diesel,SUV,2,150
11500,Volkswagen,Golf,2013,80467,Petrol,Estate,1.2,85
35500,Ford,Kuga,2021,33796.14,Diesel,SUV,1.5,120
,Ford,Transit Custom,2017,167000,Diesel,Van,2,
9995,Peugeot,208,2015,64000,Petrol,Hatchback,1,68
14995,Renault,Trafic,2016,90000,Diesel,Van,1.6,
17495,Ford,Transit Custom,2018,177027.4,Diesel,Van,2,
39995,Opel,Grandland X,2019,44047,Petrol,MPV,1.2,
2995,Nissan,Bluebird,1986,157715.32,Petrol,Saloon,1.6,
1234,Renault,Master,2017,244500,Diesel,Crew Cab,2.3,
800,Ford,Focus,2006,260000,Petrol,Hatchback,1.4,
4950,SEAT,Leon,2011,210823.54,Diesel,Hatchback,1.6,105
5995,Honda,CR-V,2012,271.97846,Diesel,SUV,2.2,150
52990,Audi,A4,2022,15,Diesel,Saloon,2,
28995,Land Rover,Range Rover Evoque,2015,95207,Diesel,Estate,2.2,150
21495,Opel,Grandland X,2018,52489,Petrol,MPV,1.2,130
2999,Ford,Fiesta,2007,36679,Petrol,Hatchback,1.2,
1250,Vauxhall,Astra,2008,,Diesel,Hatchback,1.2,
8500,Volvo,V40,2013,192000,Diesel,Hatchback,1.6,115
26900,Ford,Kuga,2019,41000,Diesel,SUV,1.5,120
7750,BMW,5-Series,2011,354054.8,Diesel,Saloon,2,184
19831.5,Mercedes,E-Class,2016,151277.96,Diesel,Saloon,2,
1250,Nissan,Almera,2006,109858,Petrol,Saloon,1.5,
17000,Ford,Fiesta,2020,96000,Petrol,Hatchback,1,95
35895,Mercedes,GLA-Class,2018,39000,Diesel,SUV,2.1,
43449,Toyota,Camry,2021,22950,Hybrid,Saloon,2.5,218
78450,Toyota,Landcruiser,2022,10,Diesel,SUV,2.8,177
60949,Toyota,Landcruiser,2020,66950,Diesel,SUV,2.8,
10950,Mercedes,E-Class,2011,145003,Diesel,Saloon,2.1,136
48849,BMW,3-Series,2021,29950,Hybrid,Saloon,2,
22949,Toyota,Prius,2016,44950,Hybrid,Saloon,1.8,136
42949,Lexus,NX,2019,109850,Hybrid,Estate,2.5,197
20949,Ford,Fiesta,2019,9950,Petrol,Hatchback,1,100
19449,SEAT,Ibiza,2019,36950,Petrol,Hatchback,1,95
53949,Lexus,RX,2017,59950,Hybrid,SUV,3.5,313
50115,Toyota,Camry,2022,2,Hybrid,Saloon,2.5,218
44637,Toyota,Landcruiser,2022,3,Diesel,SUV,2.8,177
